HPC,Project,Submit_Pt,CHTC_Total,HTC,Domain,Dept,OSG,CHTC_Supported,College,Total,Traditional
0,biostat,biostat,0,0,Life Sciences,Biostatistics and Medical Informatics,0,0,Medicine and Public Health,1377,no
0,biostat,biostat,0,0,Life Sciences,Biostatistics and Medical Informatics,0,0,Medicine and Public Health,1070,no
0,biostat,biostat,0,0,Life Sciences,Biostatistics and Medical Informatics,0,0,Medicine and Public Health,744,no
0,biostat,biostat,0,0,Life Sciences,Biostatistics and Medical Informatics,0,0,Medicine and Public Health,387,no
0,biostat,biostat,0,0,Life Sciences,Biostatistics and Medical Informatics,0,0,Medicine and Public Health,56,no
0,biostat,biostat,0,0,Life Sciences,Biostatistics and Medical Informatics,0,0,Medicine and Public Health,0,no
0,biostat_wang,chtc,10698400,106984,Life Sciences,Biostatistics and Medical Informatics,0,106984,Medicine and Public Health,106984,no
0,biostat_wang,chtc,112200,1122,Life Sciences,Biostatistics and Medical Informatics,0,1122,Medicine and Public Health,1122,no
0,biostat_wang,chtc,3000,30,Life Sciences,Biostatistics and Medical Informatics,0,30,Medicine and Public Health,30,no
0,bmi_craven,chtc,3037806109,30378,Life Sciences,Biostatistics and Medical Informatics,6109,39953,Medicine and Public Health,39953,no
0,bmi_dewey,chtc,1471200,14712,Life Sciences,Biostatistics and Medical Informatics,0,14712,Medicine and Public Health,14712,no
0,biostat_newton,chtc,859404081,8594,Life Sciences,Biostatistics and Medical Informatics,4081,12906,Medicine and Public Health,12906,no
0,biostat_newton,chtc,5900,59,Life Sciences,Biostatistics and Medical Informatics,0,59,Medicine and Public Health,59,no
0,page_learn,chtc,976000,9760,Med/Pharm/Vet,Biostatistics and Medical Informatics,0,9760,Medicine and Public Health,9760,no
0,page_learn,chtc,646800,6468,Med/Pharm/Vet,Biostatistics and Medical Informatics,0,6468,Medicine and Public Health,6468,no
0,bmi_gitter,chtc,378200,3782,Life Sciences,Biostatistics and Medical Informatics,0,3782,Medicine and Public Health,3782,no
319540,cheme_mavrikakis,chtc,3195400,0,Engineering,Chemical and Biological Engineering,0,319540,Engineering,319540,yes
0,cheme_mavrikakis,chtc,15806700,158067,Engineering,Chemical and Biological Engineering,0,158067,Engineering,158067,yes
0,cheme_mavrikakis,chtc,14165700,141657,Engineering,Chemical and Biological Engineering,0,141657,Engineering,141657,yes
0,cheme_mavrikakis,chtc,12028300,120283,Engineering,Chemical and Biological Engineering,0,120283,Engineering,120283,yes
115301,cheme_mavrikakis,chtc,1153010,0,Engineering,Chemical and Biological Engineering,0,115301,Engineering,115301,yes
0,cheme_mavrikakis,chtc,9135100,91351,Engineering,Chemical and Biological Engineering,0,91351,Engineering,91351,yes
83625,cheme_mavrikakis,chtc,836250,0,Engineering,Chemical and Biological Engineering,0,83625,Engineering,83625,yes
78571,cheme_mavrikakis,chtc,785710,0,Engineering,Chemical and Biological Engineering,0,78571,Engineering,78571,yes
0,cheme_mavrikakis,chtc,6789800,67898,Engineering,Chemical and Biological Engineering,0,67898,Engineering,67898,yes
43042,cheme_mavrikakis,chtc,430420,0,Engineering,Chemical and Biological Engineering,0,43042,Engineering,43042,yes
23397,cheme_mavrikakis,chtc,233970,0,Engineering,Chemical and Biological Engineering,0,23397,Engineering,23397,yes
8259,cheme_mavrikakis,chtc,82590,0,Engineering,Chemical and Biological Engineering,0,8259,Engineering,8259,yes
1,cheme_mavrikakis,chtc,10,0,Engineering,Chemical and Biological Engineering,0,1,Engineering,1,yes
0,statistics_yu,chtc,28278900,282789,CS/Math/Stats,Statistics,0,282789,Letters and Sciences,282789,yes
0,statistics_yu,chtc,15600665,1560,CS/Math/Stats,Statistics,665,2641,Letters and Sciences,2641,yes
0,statistics_keles,chtc,15268000,152680,CS/Math/Stats,Statistics,0,152680,Letters and Sciences,152680,yes
0,statistics_keles,chtc,2117000,21170,CS/Math/Stats,Statistics,0,21170,Letters and Sciences,21170,yes
0,statistics_zhang,chtc,6303900,63039,CS/Math/Stats,Statistics,0,63039,Letters and Sciences,63039,yes
0,statistics_qian,chtc,4459800,44598,CS/Math/Stats,Statistics,0,44598,Letters and Sciences,44598,yes
0,statistics_shao,chtc,2841100,28411,CS/Math/Stats,Statistics,0,28411,Letters and Sciences,28411,yes
0,psychology_rogers,chtc,1.46596E+12,146596,Social Sciences,Pyschology,103020,263580,Letters and Sciences,263580,no
0,psychology_rogers,chtc,86559019246,86559,Social Sciences,Pyschology,19246,165087,Letters and Sciences,165087,no
0,anesthesiology_banks,chtc,24986100,249861,Med/Pharm/Vet,Anesthesiology,0,256026,Medicine and Public Health,256026,no
0,anesthesiology_banks,chtc,9362200,93622,Med/Pharm/Vet,Anesthesiology,0,102387,Medicine and Public Health,102387,no
0,earthcube,chtc,25194800,251948,Physical Sciences,Geoscience,0,251948,Letters and Sciences,251948,yes
12043,geoscience_demets,chtc,120430,0,Physical Sciences,Geoscience,0,12043,Letters and Sciences,12043,yes
4443,geoscience_demets,chtc,44430,0,Physical Sciences,Geoscience,0,4443,Letters and Sciences,4443,yes
5020,geoscience_feigl,chtc,50200,0,Physical Sciences,Geoscience,0,5020,Letters and Sciences,5020,yes
611,geoscience_feigl,chtc,6110,0,Physical Sciences,Geoscience,0,611,Letters and Sciences,611,yes
320,geoscience_feigl,chtc,3200,0,Physical Sciences,Geoscience,0,320,Letters and Sciences,320,yes
64,geoscience_feigl,chtc,640,0,Physical Sciences,Geoscience,0,64,Letters and Sciences,64,yes
0,geoscience_feigl,chtc,0,0,Physical Sciences,Geoscience,0,0,Letters and Sciences,0,yes
652,geoscience_cardiff,chtc,6520,0,Physical Sciences,Geoscience,0,652,Letters and Sciences,652,yes
226751,engrphysics_sovinec,chtc,2267510,0,Engineering,Engineering Physics,0,226751,Engineering,226751,yes
1719,engrphysics_sovinec,chtc,17190,0,Engineering,Engineering Physics,0,1719,Engineering,1719,yes
0,engrphysics_wilson,chtc,18528000,185280,Engineering,Engineering Physics,0,185280,Engineering,185280,yes
65224,engrphysics_wilson,chtc,652240,0,Engineering,Engineering Physics,0,65224,Engineering,65224,yes
0,engrphysics_wilson,chtc,6198500,61985,Engineering,Engineering Physics,0,61985,Engineering,61985,yes
0,engrphysics_wilson,chtc,2945500,29455,Engineering,Engineering Physics,0,29455,Engineering,29455,yes
12883,engrphysics_wilson,chtc,128830,0,Engineering,Engineering Physics,0,12883,Engineering,12883,yes
1554,engrphysics_wilson,chtc,15540,0,Engineering,Engineering Physics,0,1554,Engineering,1554,yes
205,engrphysics_wilson,chtc,2050,0,Engineering,Engineering Physics,0,205,Engineering,205,yes
0,engrphysics_wilson,chtc,6600,66,Engineering,Engineering Physics,0,66,Engineering,66,yes
36,engrphysics_wilson,chtc,360,0,Engineering,Engineering Physics,0,36,Engineering,36,yes
38769,nucengr_schmitz,chtc,387690,0,Engineering,Engineering Physics,0,38769,Engineering,38769,yes
17842,nucengr_schmitz,chtc,178420,0,Engineering,Engineering Physics,0,17842,Engineering,17842,yes
11935,nucengr_schmitz,chtc,119350,0,Engineering,Engineering Physics,0,11935,Engineering,11935,yes
5872,engrphysics_anderson,chtc,58720,0,Engineering,Engineering Physics,0,5872,Engineering,5872,yes
892,engrphysics_henderson,chtc,8920,0,Engineering,Engineering Physics,0,892,Engineering,892,yes
0,other,physics,11829100,118291,Physical Sciences,other,0,11829100,other,185764,other
0,other,chtc,0,0,Physical Sciences,other,0,87770,other,87770,other
0,other,chtc,0,0,Physical Sciences,other,0,52653,other,52653,other
0,other,chtc,3523400,35234,Physical Sciences,other,0,35234,other,35234,other
0,other,chtc,3007500,30075,Physical Sciences,other,0,30075,other,30075,other
0,other,chtc,0,0,Physical Sciences,other,0,26439,other,26439,other
0,other,chtc,193680114,19368,Physical Sciences,other,114,19657,other,19657,other
0,other,chtc,0,0,Physical Sciences,other,0,15491,other,15491,other
0,other,chtc,0,0,Physical Sciences,other,0,11901,other,11901,other
0,other,chtc,0,0,Physical Sciences,other,0,11711,other,11711,other
0,other,chtc,0,0,Physical Sciences,other,0,11076,other,11076,other
0,other,chtc,0,0,Physical Sciences,other,0,7288,other,7288,other
0,other,chtc,0,0,Physical Sciences,other,0,6891,other,6891,other
0,other,chtc,0,0,Physical Sciences,other,0,6565,other,6565,other
0,other,chtc,0,0,Physical Sciences,other,0,6062,other,6062,other
0,other,chtc,0,0,Physical Sciences,other,0,4674,other,4674,other
0,other,physics,462600,4626,Physical Sciences,other,0,462600,other,4626,other
0,other,chtc,0,0,Physical Sciences,other,0,4553,other,4553,other
0,other,chtc,405800,4058,Physical Sciences,other,0,4058,other,4058,other
0,other,chtc,0,0,Physical Sciences,other,0,3717,other,3717,other
0,other,chtc,0,0,Physical Sciences,other,0,3437,other,3437,other
0,other,math,0,0,Physical Sciences,other,0,0,other,3386,other
0,other,chtc,0,0,Physical Sciences,other,0,3155,other,3155,other
0,other,chtc,145600,1456,Physical Sciences,other,0,1456,other,1456,other
0,other,chtc,0,0,Physical Sciences,other,0,1361,other,1361,other
0,other,chtc,0,0,Physical Sciences,other,0,1257,other,1257,other
0,other,hep,60900,609,Physical Sciences,other,0,60900,other,1093,other
0,other,chtc,61700,617,Physical Sciences,other,0,617,other,617,other
0,other,math,0,0,Physical Sciences,other,0,0,other,584,other
0,other,chtc,56300,563,Physical Sciences,other,0,563,other,563,other
0,other,hep,19000,190,Physical Sciences,other,0,19000,other,279,other
0,other,chtc,26000,260,Physical Sciences,other,0,260,other,260,other
0,other,chtc,18900,189,Physical Sciences,other,0,189,other,189,other
0,other,chtc,0,0,Physical Sciences,other,0,155,other,155,other
0,other,chtc,0,0,Physical Sciences,other,0,68,other,68,other
0,other,chtc,0,0,Physical Sciences,other,0,67,other,67,other
0,other,hep,0,0,Physical Sciences,other,0,0,other,55,other
0,other,chtc,2500,25,Physical Sciences,other,0,25,other,25,other
0,other,hep,0,0,Physical Sciences,other,0,0,other,15,other
0,other,chtc,0,0,Physical Sciences,other,0,11,other,11,other
0,other,chtc,900,9,Physical Sciences,other,0,9,other,9,other
0,other,chtc,0,0,Physical Sciences,other,0,5,other,5,other
0,other,chtc,500,5,Physical Sciences,other,0,5,other,5,other
0,other,chtc,0,0,Physical Sciences,other,0,2,other,2,other
0,other,chtc,0,0,Physical Sciences,other,0,2,other,2,other
0,other,chtc,100,1,Physical Sciences,other,0,1,other,1,other
0,other,chtc,0,0,Physical Sciences,other,0,1,other,1,other
0,other,math,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,other,math,0,0,Physical Sciences,other,0,0,other,0,other
0,other,math,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,other,math,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,other,chtc,0,0,Physical Sciences,other,0,0,other,0,other
0,zoology_lee,chtc,17563200,175632,Life Sciences,Zoology,0,175632,Letters and Sciences,175632,no
0,zoology_lee,chtc,700,7,Life Sciences,Zoology,0,7,Letters and Sciences,7,no
0,zoology_ives,chtc,13292300,132923,Life Sciences,Zoology,0,132923,Letters and Sciences,132923,no
0,osg,hep,16762900,167629,interdisciplinary,off-campus,0,16762900,off-campus,167629,other
0,osg,hep,5926800,59268,interdisciplinary,off-campus,0,5926800,off-campus,59268,other
0,osg,hep,5396300,53963,interdisciplinary,off-campus,0,5396300,off-campus,53963,other
0,osg,hep,4711600,47116,interdisciplinary,off-campus,0,4711600,off-campus,47116,other
0,osg,hep,151000,1510,interdisciplinary,off-campus,0,151000,off-campus,1510,other
0,osg,hep,8300,83,interdisciplinary,off-campus,0,8300,off-campus,83,other
124495,uwlax_klein,chtc,1244950,0,Life Sciences,off-campus,0,124495,off-campus,124495,other
112959,uwlax_klein,chtc,1129590,0,Life Sciences,off-campus,0,112959,off-campus,112959,other
109293,uwec_ma,chtc,1092930,0,Engineering,off-campus,0,109293,off-campus,109293,other
84762,uwec_ma,chtc,847620,0,Engineering,off-campus,0,84762,off-campus,84762,other
61330,uwec_ma,chtc,613300,0,Engineering,off-campus,0,61330,off-campus,61330,other
0,purdue,rcac,3953600,39536,interdisciplinary,off-campus,0,3953600,off-campus,39536,other
0,ua_collab,chtc,2767200,27672,interdisciplinary,off-campus,0,27672,off-campus,27672,other
0,uwmilwaukee,chtc,3300,33,other,off-campus,0,33,off-campus,33,other
0,uwplatt_haasl,chtc,100,1,Life Sciences,off-campus,0,1,off-campus,1,other
0,medphysics_bednarz,chtc,15975700,159757,Med/Pharm/Vet,Medical Physics,0,159757,Medicine and Public Health,159757,yes
0,medphysics_bednarz,chtc,52800,528,Med/Pharm/Vet,Medical Physics,0,528,Medicine and Public Health,528,yes
0,medphysics_varghese,chtc,20300,203,Med/Pharm/Vet,Medical Physics,0,203,Medicine and Public Health,203,yes
0,smallmolecule_hoffman,chtc,12673700,126737,Med/Pharm/Vet,Oncology,0,126737,Medicine and Public Health,126737,no
0,smallmolecule_hoffman,chtc,14784016141,14784,Med/Pharm/Vet,Oncology,16141,31867,Medicine and Public Health,31867,no
123281,neuro_chanda,chtc,1232810,0,Med/Pharm/Vet,Neurology,0,123281,Medicine and Public Health,123281,no
0,neurology_hermann,chtc,0,0,Med/Pharm/Vet,Neurology,0,18266,Medicine and Public Health,18266,no
109164,chemistry_schmidt,chtc,1091640,0,Physical Sciences,Chemistry,0,109164,Letters and Sciences,109164,yes
96620,chemistry_schmidt,chtc,966200,0,Physical Sciences,Chemistry,0,96620,Letters and Sciences,96620,yes
90978,chemistry_schmidt,chtc,909780,0,Physical Sciences,Chemistry,0,90978,Letters and Sciences,90978,yes
0,chemistry_schmidt,chtc,7843500,78435,Physical Sciences,Chemistry,0,78435,Letters and Sciences,78435,yes
31050,chemistry_schmidt,chtc,310500,0,Physical Sciences,Chemistry,0,31050,Letters and Sciences,31050,yes
0,chemistry_schmidt,chtc,2449700,24497,Physical Sciences,Chemistry,0,24497,Letters and Sciences,24497,yes
7741,chemistry_schmidt,chtc,77410,0,Physical Sciences,Chemistry,0,7741,Letters and Sciences,7741,yes
24,chemistry_schmidt,chtc,240,0,Physical Sciences,Chemistry,0,24,Letters and Sciences,24,yes
0,chemistry_berry,chtc,8633700,86337,Physical Sciences,Chemistry,0,86337,Letters and Sciences,86337,yes
47294,chemistry_berry,chtc,472940,0,Physical Sciences,Chemistry,0,47294,Letters and Sciences,47294,yes
48414,chemistry_yethiraj,chtc,484140,0,Physical Sciences,Chemistry,0,48414,Letters and Sciences,48414,yes
39075,chemistry_yethiraj,chtc,390750,0,Physical Sciences,Chemistry,0,39075,Letters and Sciences,39075,yes
25192,chemistry_yethiraj,chtc,251920,0,Physical Sciences,Chemistry,0,25192,Letters and Sciences,25192,yes
20058,chemistry_yethiraj,chtc,200580,0,Physical Sciences,Chemistry,0,20058,Letters and Sciences,20058,yes
503,chemistry_yethiraj,chtc,5030,0,Physical Sciences,Chemistry,0,503,Letters and Sciences,503,yes
24794,chemistry_cui,chtc,247940,0,Physical Sciences,Chemistry,0,24794,Letters and Sciences,24794,yes
12172,chemistry_cui,chtc,121720,0,Physical Sciences,Chemistry,0,12172,Letters and Sciences,12172,yes
3875,chemistry_cui,chtc,38750,0,Physical Sciences,Chemistry,0,3875,Letters and Sciences,3875,yes
949,chemistry_cui,chtc,9490,0,Physical Sciences,Chemistry,0,949,Letters and Sciences,949,yes
33,chemistry_cui,chtc,330,0,Physical Sciences,Chemistry,0,33,Letters and Sciences,33,yes
0,chemistry_coon,storage01,191400,1914,Physical Sciences,Chemistry,0,191400,Letters and Sciences,1914,yes
0,chemistry_coon,ad,47500,475,Physical Sciences,Chemistry,0,47500,Letters and Sciences,475,yes
0,chemistry_coon,ad,32700,327,Physical Sciences,Chemistry,0,32700,Letters and Sciences,327,yes
0,chemistry_coon,storage01,21200,212,Physical Sciences,Chemistry,0,21200,Letters and Sciences,212,yes
0,chemistry_coon,storage01,7900,79,Physical Sciences,Chemistry,0,7900,Letters and Sciences,79,yes
0,chemistry_coon,storage01,7400,74,Physical Sciences,Chemistry,0,7400,Letters and Sciences,74,yes
0,chemistry_coon,storage01,1500,15,Physical Sciences,Chemistry,0,1500,Letters and Sciences,15,yes
0,chemistry_coon,storage01,1100,11,Physical Sciences,Chemistry,0,1100,Letters and Sciences,11,yes
0,chemistry_coon,ad,0,0,Physical Sciences,Chemistry,0,0,Letters and Sciences,0,yes
0,chemistry_coon,storage01,0,0,Physical Sciences,Chemistry,0,0,Letters and Sciences,0,yes
0,ece_hagness,chtc,78912010592,78912,Engineering,Electrical and Computer Engineering,10592,97611,Engineering,97611,yes
0,ece_hagness,chtc,970800,9708,Engineering,Electrical and Computer Engineering,0,9708,Engineering,9708,yes
0,ece_ramanathan,chtc,5891400,58914,Engineering,Electrical and Computer Engineering,0,58914,Engineering,58914,yes
0,ece_ramanathan,chtc,505400,5054,Engineering,Electrical and Computer Engineering,0,5054,Engineering,5054,yes
0,ece_yu,chtc,373700,3737,Engineering,Electrical and Computer Engineering,0,3737,Engineering,3737,yes
39,ece_yu,chtc,390,0,Engineering,Electrical and Computer Engineering,0,39,Engineering,39,yes
0,ece_knezevic,chtc,100200,1002,Engineering,Electrical and Computer Engineering,0,1002,Engineering,1002,yes
0,ece_knezevic,chtc,28600,286,Engineering,Electrical and Computer Engineering,0,286,Engineering,286,yes
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,95546,other,95546,other
0,wid,chtc,1732400,17324,Life Sciences,multi-departmental,0,22353,other,22353,other
0,wid,chtc,521600,5216,Life Sciences,multi-departmental,0,6569,other,6569,other
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,4930,other,4930,other
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,1386,other,1386,other
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,763,other,763,other
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,512,other,512,other
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,396,other,396,other
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,378,other,378,other
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,58,other,58,other
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,4,other,4,other
0,wid,chtc,0,0,Life Sciences,multi-departmental,0,2,other,2,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,59113,other,59113,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,9435,other,9435,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,4390,other,4390,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,760,other,760,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,260,other,260,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,68,other,68,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,57,other,57,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,39,other,39,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,23,other,23,other
0,wei,chtc,0,0,interdisciplinary,multi-departmental,0,4,other,4,other
0,mir_thomson,chtc,4390800,43908,Life Sciences,multi-departmental,0,43908,other,43908,other
0,waisman_vorperian,chtc,3230500,32305,Med/Pharm/Vet,multi-departmental,0,32305,other,32305,other
0,waisman_center,chtc,2094400,20944,interdisciplinary,multi-departmental,0,20944,other,20944,other
0,waisman_center,chtc,1160700,11607,interdisciplinary,multi-departmental,0,11607,other,11607,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,9332,other,9332,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,7671,other,7671,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,7215,other,7215,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,4321,other,4321,other
0,waisman_center,chtc,362100,3621,interdisciplinary,multi-departmental,0,3621,other,3621,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,2924,other,2924,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,2032,other,2032,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,1611,other,1611,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,1520,other,1520,other
0,waisman_center,chtc,125400,1254,interdisciplinary,multi-departmental,0,1254,other,1254,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,871,other,871,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,452,other,452,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,408,other,408,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,298,other,298,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,221,other,221,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,197,other,197,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,177,other,177,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,162,other,162,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,134,other,134,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,18,other,18,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,13,other,13,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,6,other,6,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,2,other,2,other
0,waisman_center,chtc,0,0,interdisciplinary,multi-departmental,0,0,other,0,other
0,cae,msae,404400,4044,Engineering,multi-departmental,0,404400,other,4044,other
0,cae,cae,0,0,Engineering,multi-departmental,0,0,other,430,other
0,cae,cae,0,0,Engineering,multi-departmental,0,0,other,45,other
0,cae,cae,0,0,Engineering,multi-departmental,0,0,other,0,other
0,cae,cae,0,0,Engineering,multi-departmental,0,0,other,0,other
0,wid_lel,chtc,0,0,Life Sciences,multi-departmental,0,200,other,200,other
0,botanymath_staff,math,0,0,interdisciplinary,multi-departmental,0,0,other,1,other
0,botanymath_staff,chtc,0,0,interdisciplinary,multi-departmental,0,0,other,0,other
0,math_spagnolie,chtc,7107102518,71071,CS/Math/Stats,Mathematics,2518,73590,Letters and Sciences,73590,yes
0,math_spagnolie,chtc,78200,782,CS/Math/Stats,Mathematics,0,782,Letters and Sciences,782,yes
0,math,math,0,0,CS/Math/Stats,Mathematics,0,0,Letters and Sciences,2,yes
0,math_thiffeault,chtc,0,0,CS/Math/Stats,Mathematics,0,0,Letters and Sciences,0,yes
65580,astronomy_donghia,chtc,655800,0,Physical Sciences,Astronomy,0,65580,Letters and Sciences,65580,yes
53278,astronomy_donghia,chtc,532780,0,Physical Sciences,Astronomy,0,53278,Letters and Sciences,53278,yes
15014,astronomy_donghia,chtc,150140,0,Physical Sciences,Astronomy,0,15014,Letters and Sciences,15014,yes
333,astronomy_donghia,chtc,3330,0,Physical Sciences,Astronomy,0,333,Letters and Sciences,333,yes
0,astronomy_donghia,chtc,0,0,Physical Sciences,Astronomy,0,0,Letters and Sciences,0,yes
36664,astronomy_heinz,chtc,366640,0,Physical Sciences,Astronomy,0,36664,Letters and Sciences,36664,yes
23140,astronomy_heinz,chtc,231400,0,Physical Sciences,Astronomy,0,23140,Letters and Sciences,23140,yes
5,astronomy_townsend,chtc,50,0,Physical Sciences,Astronomy,0,5,Letters and Sciences,5,yes
0,animalsciences_rosa,chtc,6203300,62033,Life Sciences,Animal Sciences,0,62033,Agricultural and Life Sciences,62033,no
0,animalsciences_rosa,chtc,14500,145,Life Sciences,Animal Sciences,0,145,Agricultural and Life Sciences,145,no
0,animalsciences_rosa,chtc,13600,136,Life Sciences,Animal Sciences,0,136,Agricultural and Life Sciences,136,no
0,business_levine,chtc,5953600,59536,Social Sciences,Finance,0,59536,Business,59536,no
0,cs,cs,4701700,47017,CS/Math/Stats,Computer Sciences,0,4701700,Letters and Sciences,48664,yes
0,cs_wood,chtc,1336600,13366,CS/Math/Stats,Computer Sciences,0,13366,Letters and Sciences,13366,yes
0,cs_wood,chtc,181200,1812,CS/Math/Stats,Computer Sciences,0,1812,Letters and Sciences,1812,yes
0,chtc,chtc,925400,9254,Physical Sciences,Computer Sciences,0,9254,Letters and Sciences,9254,yes
0,chtc,chtc,376700,3767,Physical Sciences,Computer Sciences,0,3767,Letters and Sciences,3767,yes
0,chtc,chtc,43300,433,Physical Sciences,Computer Sciences,0,433,Letters and Sciences,433,yes
0,chtc,chtc,27300,273,Physical Sciences,Computer Sciences,0,273,Letters and Sciences,273,yes
0,chtc,chtc,15900,159,Physical Sciences,Computer Sciences,0,159,Letters and Sciences,159,yes
0,chtc,chtc,11300,113,Physical Sciences,Computer Sciences,0,113,Letters and Sciences,113,yes
0,chtc,chtc,5800,58,Physical Sciences,Computer Sciences,0,58,Letters and Sciences,58,yes
0,chtc,chtc,4200,42,Physical Sciences,Computer Sciences,0,42,Letters and Sciences,42,yes
0,chtc,chtc,1600,16,Physical Sciences,Computer Sciences,0,17,Letters and Sciences,17,yes
0,chtc,chtc,1300,13,Physical Sciences,Computer Sciences,0,13,Letters and Sciences,13,yes
0,chtc,chtc,700,7,Physical Sciences,Computer Sciences,0,7,Letters and Sciences,7,yes
0,chtc,chtc,300,3,Physical Sciences,Computer Sciences,0,3,Letters and Sciences,3,yes
0,chtc,chtc,100,1,Physical Sciences,Computer Sciences,0,1,Letters and Sciences,1,yes
0,chtc,chtc,0,0,Physical Sciences,Computer Sciences,0,0,Letters and Sciences,0,yes
0,cee_wright,chtc,3037300,30373,Engineering,Civil and Environmental Engineering,0,30373,Engineering,30373,yes
4293,cee_loheide,chtc,42930,0,Engineering,Civil and Environmental Engineering,0,4293,Engineering,4293,yes
0,cee_loheide,chtc,33600,336,Engineering,Civil and Environmental Engineering,0,336,Engineering,336,yes
166,cee_hedegaard,chtc,1660,0,Engineering,Civil and Environmental Engineering,0,166,Engineering,166,yes
0,pharmacy_kwan,chtc,2322900,23229,Med/Pharm/Vet,Pharmaceutical Sciences,0,23229,Pharmacy,23229,no
21501,pharmacy_kwan,chtc,215010,0,Med/Pharm/Vet,Pharmaceutical Sciences,0,21501,Pharmacy,21501,no
0,pharmacy_kwan,chtc,291200,2912,Med/Pharm/Vet,Pharmaceutical Sciences,0,2912,Pharmacy,2912,no
0,botany_spalding,chtc,1904901901,19049,Life Sciences,Botany,1901,20951,Letters and Sciences,20951,no
0,botany_spalding,chtc,162570345,16257,Life Sciences,Botany,345,16785,Letters and Sciences,16785,no
0,botany_sytsma,chtc,935400,9354,Life Sciences,Botany,0,10147,Letters and Sciences,10147,no
0,botany_systma,chtc,536100,5361,Life Sciences,Botany,0,5361,Letters and Sciences,5361,no
0,botany_systma,chtc,406000,4060,Life Sciences,Botany,0,4060,Letters and Sciences,4060,no
0,botany_baum,chtc,4200,42,Life Sciences,Botany,0,42,Letters and Sciences,42,no
14411,radiology_brace,chtc,144110,0,Med/Pharm/Vet,Radiology,0,14411,Medicine and Public Health,14411,no
0,psychiatry_abercrombie,chtc,292700,2927,Med/Pharm/Vet,Psychiatry,0,2927,Medicine and Public Health,2927,no
0,waisman_alexander,chtc,42200,422,Med/Pharm/Vet,Psychiatry,0,422,Medicine and Public Health,422,no
0,waisman_alexander,chtc,38400,384,Med/Pharm/Vet,Psychiatry,0,384,Medicine and Public Health,384,no
0,psychiatry_kalin,chtc,1500,15,Med/Pharm/Vet,Psychiatry,0,15,Medicine and Public Health,15,no
